Action Name;Time (sequence)(s);Time (action)(s);Shear stress(Pa);Shear rate(s-¹);Shear strain(%);Normal force(N);Complex shear strain(%);Frequency(Hz);Complex shear stress(Pa);Shear modulus (elastic component)(Pa);Shear modulus (viscous component)(Pa);Shear modulus (complex component)(Pa);Torque(N m);Angular displacement(rad);Temperature(°C);Gap(mm)
Oscillation Single Frequency (4);4,253E+003;87,97;;;;0,1846;;;;;;;8,834E-005;1,888E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,05;;;;0,1844;;;;;;;8,688E-005;1,865E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,12;;;;0,1843;;;;;;;8,536E-005;1,840E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,20;;;;0,1843;;;;;;;8,379E-005;1,817E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,28;;;;0,1846;;;;;;;8,218E-005;1,791E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,36;;;;0,1847;;;;;;;8,051E-005;1,767E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,44;;;;0,1845;;;;;;;7,880E-005;1,739E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,51;;;;0,1845;;;;;;;7,705E-005;1,711E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,59;;;;0,1844;;;;;;;7,524E-005;1,682E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,67;;;;0,1848;;;;;;;7,340E-005;1,653E-003;21,00;9,1500
Oscillation Single Frequency (4);4,253E+003;88,75;;;;0,1849;;;;;;;7,151E-005;1,623E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;88,83;;;;0,1850;;;;;;;6,958E-005;1,594E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;88,91;;;;0,1848;;;;;;;6,760E-005;1,560E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;88,98;;;;0,1847;;;;;;;6,559E-005;1,528E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,06;;;;0,1846;;;;;;;6,354E-005;1,495E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,14;;;;0,1849;;;;;;;6,145E-005;1,463E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,22;;;;0,1846;;;;;;;5,933E-005;1,430E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,30;;;;0,1846;;;;;;;5,717E-005;1,395E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,37;;;;0,1847;;;;;;;5,497E-005;1,361E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,45;;;;0,1849;;;;;;;5,275E-005;1,326E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,53;;;;0,1848;;;;;;;5,049E-005;1,290E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,61;;;;0,1850;;;;;;;4,821E-005;1,252E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,69;;;;0,1850;;;;;;;4,589E-005;1,215E-003;21,00;9,1500
Oscillation Single Frequency (4);4,254E+003;89,76;;;;0,1850;;;;;;;4,355E-005;1,176E-003;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;89,84;;;;0,1851;;;;;;;4,118E-005;1,138E-003;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;89,92;;;;0,1851;;;;;;;3,879E-005;1,100E-003;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,00;;;;0,1850;;;;;;;3,638E-005;1,060E-003;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,08;;;;0,1848;;;;;;;3,394E-005;1,020E-003;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,16;;;;0,1844;;;;;;;3,149E-005;9,794E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,23;;;;0,1845;;;;;;;2,902E-005;9,381E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,31;;;;0,1848;;;;;;;2,652E-005;8,962E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,39;;;;0,1849;;;;;;;2,402E-005;8,539E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,47;;;;0,1850;;;;;;;2,150E-005;8,105E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,55;;;;0,1845;;;;;;;1,897E-005;7,669E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,62;;;;0,1848;;;;;;;1,642E-005;7,227E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,70;;;;0,1850;;;;;;;1,387E-005;6,770E-004;21,00;9,1500
Oscillation Single Frequency (4);4,255E+003;90,78;;;;0,1849;;;;;;;1,131E-005;6,309E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;90,86;;;;0,1850;;;;;;;8,737E-006;5,850E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;90,94;;;;0,1848;;;;;;;6,164E-006;5,386E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,01;;;;0,1850;;;;;;;3,587E-006;4,943E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,09;;;;0,1850;;;;;;;1,007E-006;4,494E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,17;;;;0,1851;;;;;;;-1,573E-006;4,031E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,25;;;;0,1851;;;;;;;-4,152E-006;3,566E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,33;;;;0,1847;;;;;;;-6,728E-006;3,102E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,41;;;;0,1846;;;;;;;-9,301E-006;2,634E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,48;;;;0,1851;;;;;;;-1,187E-005;2,179E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,56;;;;0,1852;;;;;;;-1,443E-005;1,707E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,64;;;;0,1851;;;;;;;-1,698E-005;1,251E-004;21,00;9,1500
Oscillation Single Frequency (4);4,256E+003;91,72;;;;0,1850;;;;;;;-1,952E-005;7,835E-005;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;91,80;;;;0,1846;;;;;;;-2,205E-005;3,147E-005;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;91,87;;;;0,1850;;;;;;;-2,457E-005;-1,405E-005;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;91,95;;;;0,1850;;;;;;;-2,707E-005;-5,998E-005;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,03;;;;0,1847;;;;;;;-2,956E-005;-1,052E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,11;;;;0,1847;;;;;;;-3,203E-005;-1,509E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,19;;;;0,1848;;;;;;;-3,448E-005;-1,958E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,26;;;;0,1850;;;;;;;-3,691E-005;-2,401E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,34;;;;0,1850;;;;;;;-3,932E-005;-2,843E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,42;;;;0,1849;;;;;;;-4,171E-005;-3,283E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,50;;;;0,1852;;;;;;;-4,407E-005;-3,717E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,58;;;;0,1851;;;;;;;-4,640E-005;-4,137E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,66;;;;0,1851;;;;;;;-4,871E-005;-4,546E-004;21,00;9,1500
Oscillation Single Frequency (4);4,257E+003;92,73;;;;0,1854;;;;;;;-5,099E-005;-4,963E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;92,81;;;;0,1852;;;;;;;-5,324E-005;-5,383E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;92,89;;;;0,1852;;;;;;;-5,546E-005;-5,792E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;92,97;;;;0,1850;;;;;;;-5,764E-005;-6,204E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,05;;;;0,1852;;;;;;;-5,980E-005;-6,611E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,12;;;;0,1853;;;;;;;-6,191E-005;-6,999E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,20;;;;0,1852;;;;;;;-6,399E-005;-7,374E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,28;;;;0,1851;;;;;;;-6,604E-005;-7,766E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,36;;;;0,1852;;;;;;;-6,804E-005;-8,151E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,44;;;;0,1854;;;;;;;-7,000E-005;-8,531E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,51;;;;0,1854;;;;;;;-7,193E-005;-8,905E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,59;;;;0,1852;;;;;;;-7,381E-005;-9,276E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,67;;;;0,1850;;;;;;;-7,564E-005;-9,636E-004;21,00;9,1500
Oscillation Single Frequency (4);4,258E+003;93,75;;;;0,1851;;;;;;;-7,744E-005;-1,001E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;93,83;;;;0,1851;;;;;;;-7,918E-005;-1,035E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;93,91;;;;0,1852;;;;;;;-8,088E-005;-1,069E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;93,98;;;;0,1854;;;;;;;-8,254E-005;-1,103E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,06;;;;0,1854;;;;;;;-8,414E-005;-1,136E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,14;;;;0,1853;;;;;;;-8,570E-005;-1,169E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,22;;;;0,1849;;;;;;;-8,720E-005;-1,201E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,30;;;;0,1853;;;;;;;-8,865E-005;-1,231E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,37;;;;0,1855;;;;;;;-9,006E-005;-1,261E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,45;;;;0,1854;;;;;;;-9,140E-005;-1,287E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,53;;;;0,1854;;;;;;;-9,270E-005;-1,314E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,61;;;;0,1853;;;;;;;-9,394E-005;-1,340E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,69;;;;0,1850;;;;;;;-9,512E-005;-1,366E-003;21,00;9,1500
Oscillation Single Frequency (4);4,259E+003;94,76;;;;0,1849;;;;;;;-9,625E-005;-1,391E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;94,84;;;;0,1850;;;;;;;-9,733E-005;-1,413E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;94,92;;;;0,1853;;;;;;;-9,834E-005;-1,434E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,00;;;;0,1851;;;;;;;-9,930E-005;-1,456E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,08;;;;0,1849;;;;;;;-1,002E-004;-1,478E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,16;;;;0,1850;;;;;;;-1,010E-004;-1,498E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,23;;;;0,1848;;;;;;;-1,018E-004;-1,515E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,31;;;;0,1847;;;;;;;-1,025E-004;-1,532E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,39;;;;0,1845;;;;;;;-1,032E-004;-1,549E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,47;;;;0,1848;;;;;;;-1,038E-004;-1,565E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,55;;;;0,1848;;;;;;;-1,043E-004;-1,577E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,62;;;;0,1850;;;;;;;-1,048E-004;-1,592E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,70;;;;0,1851;;;;;;;-1,052E-004;-1,603E-003;21,00;9,1500
Oscillation Single Frequency (4);4,260E+003;95,78;;;;0,1849;;;;;;;-1,056E-004;-1,613E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;95,86;;;;0,1847;;;;;;;-1,059E-004;-1,623E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;95,94;;;;0,1847;;;;;;;-1,061E-004;-1,631E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,01;;;;0,1851;;;;;;;-1,063E-004;-1,640E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,09;;;;0,1853;;;;;;;-1,064E-004;-1,645E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,17;;;;0,1849;;;;;;;-1,064E-004;-1,648E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,25;;;;0,1851;;;;;;;-1,064E-004;-1,652E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,33;;;;0,1848;;;;;;;-1,063E-004;-1,654E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,41;;;;0,1848;;;;;;;-1,062E-004;-1,656E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,48;;;;0,1851;;;;;;;-1,060E-004;-1,658E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,56;;;;0,1850;;;;;;;-1,057E-004;-1,658E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,64;;;;0,1850;;;;;;;-1,054E-004;-1,655E-003;21,00;9,1500
Oscillation Single Frequency (4);4,261E+003;96,72;;;;0,1849;;;;;;;-1,050E-004;-1,651E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;96,80;;;;0,1849;;;;;;;-1,045E-004;-1,646E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;96,87;;;;0,1852;;;;;;;-1,040E-004;-1,642E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;96,95;;;;0,1850;;;;;;;-1,034E-004;-1,636E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,03;;;;0,1848;;;;;;;-1,028E-004;-1,629E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,11;;;;0,1845;;;;;;;-1,021E-004;-1,618E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,19;;;;0,1850;;;;;;;-1,013E-004;-1,607E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,26;;;;0,1851;;;;;;;-1,005E-004;-1,597E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,34;;;;0,1854;;;;;;;-9,964E-005;-1,587E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,42;;;;0,1851;;;;;;;-9,871E-005;-1,574E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,50;;;;0,1850;;;;;;;-9,771E-005;-1,560E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,58;;;;0,1852;;;;;;;-9,666E-005;-1,542E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,65;;;;0,1852;;;;;;;-9,556E-005;-1,526E-003;21,00;9,1500
Oscillation Single Frequency (4);4,262E+003;97,73;;;;0,1851;;;;;;;-9,439E-005;-1,511E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;97,81;;;;0,1853;;;;;;;-9,317E-005;-1,492E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;97,89;;;;0,1854;;;;;;;-9,190E-005;-1,474E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;97,97;;;;0,1853;;;;;;;-9,057E-005;-1,452E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,05;;;;0,1852;;;;;;;-8,919E-005;-1,432E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,12;;;;0,1853;;;;;;;-8,775E-005;-1,411E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,20;;;;0,1853;;;;;;;-8,627E-005;-1,388E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,28;;;;0,1850;;;;;;;-8,473E-005;-1,365E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,36;;;;0,1849;;;;;;;-8,314E-005;-1,340E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,44;;;;0,1850;;;;;;;-8,151E-005;-1,314E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,51;;;;0,1852;;;;;;;-7,983E-005;-1,288E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,59;;;;0,1856;;;;;;;-7,810E-005;-1,261E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,67;;;;0,1853;;;;;;;-7,632E-005;-1,234E-003;21,00;9,1500
Oscillation Single Frequency (4);4,263E+003;98,75;;;;0,1850;;;;;;;-7,450E-005;-1,206E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;98,83;;;;0,1852;;;;;;;-7,263E-005;-1,176E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;98,91;;;;0,1851;;;;;;;-7,073E-005;-1,144E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;98,98;;;;0,1851;;;;;;;-6,878E-005;-1,113E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,06;;;;0,1849;;;;;;;-6,679E-005;-1,080E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,14;;;;0,1852;;;;;;;-6,476E-005;-1,047E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,22;;;;0,1853;;;;;;;-6,270E-005;-1,014E-003;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,30;;;;0,1854;;;;;;;-6,059E-005;-9,800E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,37;;;;0,1854;;;;;;;-5,845E-005;-9,439E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,45;;;;0,1853;;;;;;;-5,628E-005;-9,076E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,53;;;;0,1854;;;;;;;-5,408E-005;-8,721E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,61;;;;0,1856;;;;;;;-5,184E-005;-8,357E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,69;;;;0,1856;;;;;;;-4,957E-005;-7,993E-004;21,00;9,1500
Oscillation Single Frequency (4);4,264E+003;99,76;;;;0,1854;;;;;;;-4,727E-005;-7,621E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;99,84;;;;0,1854;;;;;;;-4,495E-005;-7,253E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;99,92;;;;0,1854;;;;;;;-4,259E-005;-6,876E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,0;;;;0,1852;;;;;;;-4,022E-005;-6,481E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,1;;;;0,1855;;;;;;;-3,782E-005;-6,090E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,2;;;;0,1858;;;;;;;-3,540E-005;-5,699E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,2;;;;0,1858;;;;;;;-3,295E-005;-5,288E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,3;;;;0,1857;;;;;;;-3,049E-005;-4,873E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,4;;;;0,1857;;;;;;;-2,801E-005;-4,470E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,5;;;;0,1858;;;;;;;-2,551E-005;-4,063E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,5;;;;0,1858;;;;;;;-2,300E-005;-3,648E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,6;;;;0,1858;;;;;;;-2,047E-005;-3,217E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,7;;;;0,1857;;;;;;;-1,794E-005;-2,790E-004;21,00;9,1500
Oscillation Single Frequency (4);4,265E+003;100,8;;;;0,1853;;;;;;;-1,539E-005;-2,349E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;100,9;;;;0,1851;;;;;;;-1,283E-005;-1,907E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;100,9;;;;0,1852;;;;;;;-1,027E-005;-1,457E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,0;;;;0,1854;;;;;;;-7,692E-006;-1,014E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,1;;;;0,1851;;;;;;;-5,117E-006;-5,500E-005;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,2;;;;0,1852;;;;;;;-2,538E-006;-8,218E-006;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,2;;;;0,1855;;;;;;;4,130E-008;3,717E-005;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,3;;;;0,1859;;;;;;;2,621E-006;8,320E-005;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,4;;;;0,1857;;;;;;;5,199E-006;1,302E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,5;;;;0,1853;;;;;;;7,774E-006;1,769E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,6;;;;0,1853;;;;;;;1,034E-005;2,231E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,6;;;;0,1853;;;;;;;1,291E-005;2,695E-004;21,00;9,1500
Oscillation Single Frequency (4);4,266E+003;101,7;;;;0,1855;;;;;;;1,547E-005;3,163E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;101,8;;;;0,1857;;;;;;;1,801E-005;3,639E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;101,9;;;;0,1856;;;;;;;2,055E-005;4,087E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,0;;;;0,1858;;;;;;;2,308E-005;4,533E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,0;;;;0,1857;;;;;;;2,559E-005;4,988E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,1;;;;0,1858;;;;;;;2,808E-005;5,443E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,2;;;;0,1855;;;;;;;3,056E-005;5,911E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,3;;;;0,1855;;;;;;;3,303E-005;6,364E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,3;;;;0,1856;;;;;;;3,547E-005;6,828E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,4;;;;0,1857;;;;;;;3,789E-005;7,287E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,5;;;;0,1859;;;;;;;4,029E-005;7,736E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,6;;;;0,1861;;;;;;;4,267E-005;8,174E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,7;;;;0,1859;;;;;;;4,502E-005;8,603E-004;21,00;9,1500
Oscillation Single Frequency (4);4,267E+003;102,7;;;;0,1859;;;;;;;4,734E-005;9,038E-004;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;102,8;;;;0,1861;;;;;;;4,964E-005;9,466E-004;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;102,9;;;;0,1861;;;;;;;5,191E-005;9,887E-004;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,0;;;;0,1861;;;;;;;5,414E-005;1,028E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,0;;;;0,1861;;;;;;;5,635E-005;1,069E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,1;;;;0,1860;;;;;;;5,852E-005;1,110E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,2;;;;0,1858;;;;;;;6,066E-005;1,149E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,3;;;;0,1859;;;;;;;6,276E-005;1,188E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,4;;;;0,1857;;;;;;;6,482E-005;1,229E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,4;;;;0,1856;;;;;;;6,685E-005;1,266E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,5;;;;0,1855;;;;;;;6,884E-005;1,303E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,6;;;;0,1855;;;;;;;7,079E-005;1,341E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,7;;;;0,1856;;;;;;;7,269E-005;1,377E-003;21,00;9,1500
Oscillation Single Frequency (4);4,268E+003;103,7;;;;0,1854;;;;;;;7,456E-005;1,412E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;103,8;;;;0,1855;;;;;;;7,637E-005;1,447E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;103,9;;;;0,1854;;;;;;;7,815E-005;1,481E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,0;;;;0,1855;;;;;;;7,988E-005;1,513E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,1;;;;0,1852;;;;;;;8,156E-005;1,548E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,1;;;;0,1851;;;;;;;8,319E-005;1,582E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,2;;;;0,1853;;;;;;;8,478E-005;1,614E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,3;;;;0,1850;;;;;;;8,631E-005;1,644E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,4;;;;0,1848;;;;;;;8,780E-005;1,673E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,5;;;;0,1852;;;;;;;8,923E-005;1,703E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,5;;;;0,1852;;;;;;;9,061E-005;1,731E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,6;;;;0,1854;;;;;;;9,194E-005;1,760E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,7;;;;0,1851;;;;;;;9,321E-005;1,786E-003;21,00;9,1500
Oscillation Single Frequency (4);4,269E+003;104,8;;;;0,1851;;;;;;;9,443E-005;1,811E-003;21,00;9,1500
Oscillation Single Frequency (4);4,270E+003;104,8;;;;0,1848;;;;;;;9,559E-005;1,835E-003;21,00;9,1500
Oscillation Single Frequency (4);4,270E+003;104,9;;;;0,1849;;;;;;;9,670E-005;1,858E-003;21,00;9,1500
Oscillation Single Frequency (4);4,270E+003;105,0;;;;0,1851;;;;;;;9,775E-005;1,883E-003;21,00;9,1500
